model,config,pca_mode,classifier,best_params,test_roc_auc,cv_roc_auc,overfitting_gap,feature_dim,convergence_ok,cv_stability
dinov2_vitl14,single_axis_sagittal,none,logistic,"{'C': 0.1, 'l1_ratio': 0.5}",0.44392068431905407,0.5598771388883594,0.07074411613423082,32,True,0.031202324636491485
dinov2_vitg14,multi_axes_average,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5852460240360365,0.6173563597190951,0.292042096760472,120,True,0.04981268830690005
dinov2_vitg14,multi_axes_max,none,logistic,"{'C': 0.01, 'l1_ratio': 0.5}",0.5857757945734218,0.5899592331444494,0.014025314220480256,359,True,0.05220526396327932
dinov2_vitg14,multi_axes_add,none,logistic,"{'C': 0.01, 'l1_ratio': 0.30000000000000004}",0.6026514472950326,0.5854370175809132,0.30513418812723525,117,True,0.06299769204389737
dinov2_vitg14,single_axis_axial,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.6098770775128354,0.5920166043642697,0.16541442635952996,61,True,0.042923850121539105
dinov2_vitg14,single_axis_coronal,none,logistic,"{'C': 1, 'l1_ratio': 0.9}",0.5686725726855542,0.5626955785995901,0.1937307868770829,54,True,0.035279475942928996
dinov2_vitg14,single_axis_sagittal,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.507326893384992,0.557422669872384,0.2085081027680118,58,True,0.0382422001640053
dinov2_vits14,multi_axes_average,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5576679106492406,0.5978479721757152,0.2665051097519493,1152,True,0.019353369975582225
dinov2_vits14,multi_axes_max,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5590623963744887,0.5192682173415758,0.4807289149048788,1152,True,0.010665270002694977
dinov2_vits14,multi_axes_add,none,logistic,"{'C': 0.001, 'l1_ratio': 0.0}",0.5809902354593954,0.5902624698188381,0.38353780919209246,1152,True,0.020610421971560548
dinov2_vits14,single_axis_axial,none,logistic,"{'C': 1, 'l1_ratio': 0.1}",0.5413160471687446,0.5734824998851182,0.2973369899087136,384,True,0.03325587813511414
dinov2_vits14,single_axis_coronal,none,logistic,"{'C': 1, 'l1_ratio': 0.2}",0.6232912947265177,0.577580061739541,0.23464247560081652,384,True,0.04162355776848365
dinov2_vits14,single_axis_sagittal,none,logistic,"{'C': 0.1, 'l1_ratio': 0.4}",0.46627049760255834,0.5520316385694659,0.056610786844644934,384,True,0.01747010555176491
dinov2_vitb14,multi_axes_average,32,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.48496221520056815,0.6069103340437136,0.1186556217976763,32,True,0.042571891434486434
dinov2_vitb14,multi_axes_max,32,logistic,"{'C': 0.01, 'l1_ratio': 0.0}",0.5263574008943079,0.5302846422122666,0.17131750783871924,32,True,0.018178724695335904
dinov2_vitb14,multi_axes_add,32,logistic,"{'C': 0.001, 'l1_ratio': 0.0}",0.5218840801357915,0.5834958974642819,0.16019903220037257,32,True,0.028172130407645282
dinov2_vitb14,single_axis_axial,32,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5635102832240064,0.6215448647613907,0.12124986461290066,32,True,0.039754911445925536
dinov2_vitb14,single_axis_coronal,32,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.5562920040649787,0.5851528387296696,0.10196541958083749,32,True,0.027670805701375506
dinov2_vitb14,single_axis_sagittal,32,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.4354525524591247,0.5680737853850998,0.15504823111827692,32,True,0.04338784753077692
dinov2_vits14,multi_axes_average,32,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.550432394319448,0.5950656999364465,0.1289465287740843,32,True,0.028097416298112618
dinov2_vits14,multi_axes_max,32,logistic,"{'C': 0.1, 'l1_ratio': 1.0}",0.5678026404891949,0.5232190367143577,0.13222554717698176,32,True,0.029097967862803012
dinov2_vits14,multi_axes_add,32,logistic,"{'C': 0.01, 'l1_ratio': 0.2}",0.5566891696809383,0.6008707799977875,0.13438271423984194,32,True,0.0281620662272187
dinov2_vits14,single_axis_axial,32,logistic,"{'C': 1, 'l1_ratio': 0.4}",0.5259609955957967,0.5734877124551103,0.15645972717433343,32,True,0.032085958907232856
dinov2_vits14,single_axis_coronal,32,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5929648799246338,0.5748146396423895,0.11463506642127796,32,True,0.05192051551901416
dinov2_vits14,single_axis_sagittal,32,logistic,"{'C': 0.1, 'l1_ratio': 1.0}",0.48413675661202227,0.571571005578904,0.019813818817647766,32,True,0.015225070402125009
dinov2_vitg14,multi_axes_average,32,logistic,"{'C': 0.1, 'l1_ratio': 0.4}",0.5547534888049509,0.6117416584107634,0.1160016974129986,32,True,0.039788551973873154
dinov2_vitg14,multi_axes_max,32,logistic,"{'C': 0.01, 'l1_ratio': 0.5}",0.5857757945734218,0.5898843755564461,0.014090872474991634,32,True,0.05220020691002454
dinov2_vitg14,multi_axes_add,32,logistic,"{'C': 1, 'l1_ratio': 0.0}",0.5716456660237914,0.5951702192584504,0.16016148818806464,32,True,0.045343297014729854
dinov2_vitg14,single_axis_axial,32,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.6186768169641552,0.5809660650263654,0.12354020406710975,32,True,0.043467231202828346
dinov2_vitg14,single_axis_coronal,32,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.5218143354023496,0.5615794408583952,0.084792974118853,32,True,0.023193244366241456
dinov2_vitg14,single_axis_sagittal,32,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.4916996858836803,0.5494834886907098,0.16748637024469826,32,True,0.036018330546267796
dinov2_vitl14,multi_axes_average,32,logistic,"{'C': 0.1, 'l1_ratio': 1.0}",0.5034366904505081,0.5851462485249728,0.07639792934212197,32,True,0.035262723810114215
dinov2_vitl14,multi_axes_max,32,logistic,"{'C': 0.1, 'l1_ratio': 0.8}",0.5850674347977167,0.5697170648716885,0.142058176804577,32,True,0.03388489158892444
dinov2_vitl14,multi_axes_add,32,logistic,"{'C': 0.001, 'l1_ratio': 0.0}",0.5273850979685906,0.5675338861744221,0.16962765773651,32,True,0.02275916922727308
dinov2_vitl14,single_axis_axial,32,logistic,"{'C': 1, 'l1_ratio': 0.0}",0.6073306413728308,0.5892909524336268,0.14638846773299952,32,True,0.025879006307678584
dinov2_vitl14,single_axis_coronal,32,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5569531308562311,0.5768307944918787,0.08657450570175573,32,True,0.039840182712301137
dinov2_vitl14,single_axis_sagittal,32,logistic,"{'C': 0.1, 'l1_ratio': 0.5}",0.44392068431905407,0.5598771388883594,0.07074411613423082,32,True,0.031202324636491485
dinov2_vits14,multi_axes_average,95,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.551746709234915,0.594498267801151,0.2232668519792559,104,True,0.020979290346808302
dinov2_vits14,multi_axes_max,95,logistic,"{'C': 0.01, 'l1_ratio': 0.2}",0.5523514355587489,0.5121193288582819,0.07098911136435437,313,True,0.03783034831043023
dinov2_vits14,multi_axes_add,95,logistic,"{'C': 0.01, 'l1_ratio': 0.6000000000000001}",0.5897868721008679,0.6011640562182684,0.1902500891487504,101,True,0.015046259876018292
dinov2_vits14,single_axis_axial,95,logistic,"{'C': 1, 'l1_ratio': 0.0}",0.5363554721098884,0.5620949640747359,0.20886619691437758,50,True,0.0368282803856854
dinov2_vits14,single_axis_coronal,95,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.6002362125661775,0.5755050210281268,0.12625286042117434,43,True,0.0508879624386157
dinov2_vits14,single_axis_sagittal,95,logistic,"{'C': 0.1, 'l1_ratio': 1.0}",0.48413675661202227,0.571571005578904,0.019815854316752146,45,True,0.015225070402125009
dinov2_vitb14,multi_axes_average,95,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.5222365597314916,0.6186661446737839,0.22302858632289002,150,True,0.04503312453956821
dinov2_vitb14,multi_axes_max,95,logistic,"{'C': 0.01, 'l1_ratio': 0.0}",0.5963331418048022,0.5492735044521627,0.4365099217493148,359,True,0.0136584263961656
dinov2_vitb14,multi_axes_add,95,logistic,"{'C': 0.01, 'l1_ratio': 0.7000000000000001}",0.5315192099463975,0.5906813456204101,0.23686750251091615,145,True,0.02808776910114082
dinov2_vitb14,single_axis_axial,95,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5704974755078523,0.610102379314348,0.19580545029680485,81,True,0.03793240100966916
dinov2_vitb14,single_axis_coronal,95,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.5598780085543058,0.5823232436096383,0.12098304712517594,69,True,0.03109269456614963
dinov2_vitb14,single_axis_sagittal,95,logistic,"{'C': 1, 'l1_ratio': 0.0}",0.4983438777253906,0.5631608010525518,0.2538609608197706,73,True,0.02558131433181682
dinov2_vitl14,multi_axes_average,95,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5357382630807952,0.5908367159667718,0.20160225890556738,158,True,0.0237053683095615
dinov2_vitl14,multi_axes_max,95,logistic,"{'C': 1, 'l1_ratio': 0.7000000000000001}",0.6079786442511583,0.584037362690539,0.41596263730946104,351,True,0.013779863948575694
dinov2_vitl14,multi_axes_add,95,logistic,"{'C': 0.01, 'l1_ratio': 0.4}",0.552151094888888,0.5736985943409839,0.3164501516961643,155,True,0.024798723128848694
dinov2_vitl14,single_axis_axial,95,logistic,"{'C': 1, 'l1_ratio': 0.0}",0.5840324462195509,0.5988847549551934,0.25331598478631645,83,True,0.026626659754227375
dinov2_vitl14,single_axis_coronal,95,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.5507837165650898,0.5756200278502991,0.07268581418083453,78,True,0.04221922441439399
dinov2_vitl14,single_axis_sagittal,95,logistic,"{'C': 1, 'l1_ratio': 0.7000000000000001}",0.529322045378604,0.5628891604812234,0.2472283422422028,84,True,0.04498109230633365
dinov2_vitg14,multi_axes_average,95,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5852460240360365,0.6173563597190951,0.292042096760472,120,True,0.04981268830690005
dinov2_vitg14,multi_axes_max,95,logistic,"{'C': 0.01, 'l1_ratio': 0.5}",0.5857757945734218,0.5899592331444494,0.014025314220480256,359,True,0.05220526396327932
dinov2_vitg14,multi_axes_add,95,logistic,"{'C': 0.01, 'l1_ratio': 0.30000000000000004}",0.6026514472950326,0.5854370175809132,0.30513418812723525,117,True,0.06299769204389737
dinov2_vitg14,single_axis_axial,95,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.6098770775128354,0.5920166043642697,0.16541442635952996,61,True,0.042923850121539105
dinov2_vitg14,single_axis_coronal,95,logistic,"{'C': 1, 'l1_ratio': 0.9}",0.5686725726855542,0.5626955785995901,0.1937307868770829,54,True,0.035279475942928996
dinov2_vitg14,single_axis_sagittal,95,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.507326893384992,0.557422669872384,0.2085081027680118,58,True,0.0382422001640053
dinov2_vitl14,multi_axes_average,256,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5341125793112342,0.5908539289798012,0.203007530213564,256,True,0.02395416510426915
dinov2_vitl14,multi_axes_max,256,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.6164299002399984,0.5882205520316093,0.39205279802390525,256,True,0.037141515805850824
dinov2_vitl14,multi_axes_add,256,logistic,"{'C': 0.001, 'l1_ratio': 0.2}",0.5344521712284126,0.5665922983976819,0.1170488352448853,256,True,0.03186360603320693
dinov2_vitl14,single_axis_axial,256,logistic,"{'C': 1, 'l1_ratio': 0.9}",0.5897471092849729,0.5840634454306756,0.27441516641051567,256,True,0.01937893508109507
dinov2_vitl14,single_axis_coronal,256,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.5507837165650898,0.575573774381289,0.07273157426025234,256,True,0.042188652546497
dinov2_vitl14,single_axis_sagittal,256,logistic,"{'C': 10, 'l1_ratio': 1.0}",0.5085688252853235,0.5628195268192245,0.43718047318077546,256,True,0.04230356451554316
dinov2_vitg14,multi_axes_average,256,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5778411772683902,0.6113743792160975,0.34042975631135053,256,True,0.047150904740479116
dinov2_vitg14,multi_axes_max,256,logistic,"{'C': 0.01, 'l1_ratio': 0.5}",0.5857757945734218,0.5899592331444494,0.014025314220480256,256,True,0.05220526396327932
dinov2_vitg14,multi_axes_add,256,logistic,"{'C': 0.01, 'l1_ratio': 0.5}",0.6292969290956932,0.5973939556280919,0.28839357603457605,256,True,0.06447987666668305
dinov2_vitg14,single_axis_axial,256,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.6074227588938481,0.5918877053339631,0.21054598097216837,256,True,0.03950432233321187
dinov2_vitg14,single_axis_coronal,256,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5420053593049834,0.5613620377483952,0.10796578721449013,256,True,0.02547679256649789
dinov2_vitg14,single_axis_sagittal,256,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.4931070354654937,0.5914494229311178,0.23070180923801953,256,True,0.033030095062523815
dinov2_vits14,multi_axes_average,256,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.554155365133422,0.5974485243676184,0.26165313361778475,256,True,0.0194954961102672
dinov2_vits14,multi_axes_max,256,logistic,"{'C': 0.01, 'l1_ratio': 0.2}",0.5523514355587489,0.5121517753216174,0.0709519334316625,256,True,0.03779138110840143
dinov2_vits14,multi_axes_add,256,logistic,"{'C': 0.01, 'l1_ratio': 0.6000000000000001}",0.5979036102492855,0.5963532353020048,0.20250601840461224,256,True,0.019537754622205653
dinov2_vits14,single_axis_axial,256,logistic,"{'C': 1, 'l1_ratio': 0.2}",0.5423205118798509,0.5748711254068714,0.2907126238545188,256,True,0.030415451425306095
dinov2_vits14,single_axis_coronal,256,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.6094890654837001,0.576156756987217,0.15679776355409025,256,True,0.05183926145671309
dinov2_vits14,single_axis_sagittal,256,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5072560310047529,0.575277438642393,0.181373488956304,256,True,0.032573229735497845
dinov2_vitb14,multi_axes_average,256,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5147661489837871,0.6168518539528342,0.1820741100235812,256,True,0.04503503754032171
dinov2_vitb14,multi_axes_max,256,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5710266683627899,0.5564098606234877,0.4275983663630374,256,True,0.02638553875388753
dinov2_vitb14,multi_axes_add,256,logistic,"{'C': 0.001, 'l1_ratio': 0.0}",0.5578551154951982,0.5943559873080237,0.3992266899521779,256,True,0.018866772729151358
dinov2_vitb14,single_axis_axial,256,logistic,"{'C': 1, 'l1_ratio': 0.6000000000000001}",0.5691932352948649,0.6008474328405924,0.27021644235335407,256,True,0.03222913711036815
dinov2_vitb14,single_axis_coronal,256,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5832853777495303,0.5837063005738494,0.18847406385302867,256,True,0.02675486817933376
dinov2_vitb14,single_axis_sagittal,256,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.4736142767844551,0.5968421603602441,0.23074108051962072,256,True,0.020005315153559612
